id_driver,courier_score,courier_dtype,total_orders,total_shifts,avg_orders_per_shift,days_active,experience_category,avg_time_ratio,median_time_ratio,stddev_up_ratio,pct_timer_up_expired
153156,0.4023360032322479,Авто,286,31,9.225806451612904,129,опытный,0.5734322712796169,0.5371376811594203,0.2098319867879929,8.237986270022883
160050,0.3214078382360824,Авто,376,41,9.170731707317072,86,опытный,0.6375127429681596,0.6284403669724771,0.1663536743250019,5.12
93767,0.18507209907183572,Пеший,218,55,3.963636363636364,119,обычный,0.5158144494884999,0.502092050209205,0.15740877927627,0.79155672823219
61687,0.35240988149108315,Авто,587,56,10.482142857142858,110,опытный,0.5787146637603673,0.5700949885358664,0.1535287865216385,0.9784735812133072
180520,0.5566131439662751,Авто,1219,72,16.930555555555557,112,опытный,0.6848732416946802,0.6856244384546271,0.1597262726759256,2.6576576576576576
193009,0.3463244389346956,Авто,400,34,11.764705882352942,95,опытный,0.583966128182437,0.5726600985221675,0.1300912007526958,0.8941877794336811
177973,0.5682501844867397,Авто,631,33,19.12121212121212,111,опытный,0.536549874056652,0.5214285714285715,0.1601018319368786,1.544050862851953
142610,0.6753629211632615,Авто,2075,103,20.145631067961165,118,эксперт,0.6943626865492075,0.7031446540880503,0.1797925963079992,5.905848787446505
138699,0.4047563149801184,Авто,550,54,10.185185185185183,134,опытный,0.6644065923841205,0.6619718309859155,0.1529876156895998,2.8047464940668827
154383,0.7372304409722132,Авто,1069,44,24.295454545454547,134,опытный,0.5262091991735052,0.51,0.1695489268943018,1.95971692977681
214643,0.23211040907946806,Авто,198,29,6.827586206896552,50,обычный,0.5823814093370195,0.5548654244306418,0.2051044047614058,7.84313725490196
196533,0.4459208799542971,Электровело,1141,74,15.41891891891892,89,опытный,0.4671865807412367,0.4260881382838581,0.1835167850538975,4.119318181818182
178545,0.37659422939869613,Электровело,227,27,8.407407407407407,117,обычный,0.5581256507731982,0.5171361502347418,0.2529473317419448,1.7241379310344829
144633,0.4378311697456855,Авто,858,61,14.065573770491802,137,опытный,0.4894733415285285,0.4830313267813267,0.1279597132830715,0.4
184172,0.3233390586904186,Электровело,192,36,5.333333333333333,111,обычный,0.6212920683469957,0.573572876928893,0.2318110234647137,15.178571428571429
111521,0.6495512115291044,Авто,1428,63,22.666666666666668,132,опытный,0.4595127373919234,0.4468119831713332,0.1383967894683618,0.6063055780113177
177712,0.4009136192042136,Авто,984,84,11.714285714285714,119,опытный,0.5899419986581567,0.5833333333333334,0.1548953581654827,1.1595803423522917
114149,0.2633897404092763,Пеший,250,52,4.807692307692308,138,опытный,0.5882712681457967,0.5744771176209564,0.1645501180619548,3.571428571428571
29246,0.4773443795785866,Авто,1106,81,13.65432098765432,133,опытный,0.5245364566453642,0.5022573325204904,0.1806200190707037,3.901098901098901
214902,0.2838272777035613,Авто,448,51,8.784313725490197,48,опытный,0.6734437417820288,0.6653481361664584,0.1768858654126339,7.846715328467154
176091,0.35250070270116773,Авто,324,36,9.0,118,опытный,0.6481885062885085,0.6396049481245012,0.1657033537672127,1.0714285714285714
190751,0.3214619086655144,Авто,386,37,10.432432432432432,84,опытный,0.5504587293678465,0.525625071030799,0.1759706673452724,0.7183908045977011
178292,0.37316346570458775,Авто,610,53,11.50943396226415,112,опытный,0.5385950660202606,0.5266666666666666,0.1545726673810893,1.5902712815715625
49700,0.38066893215727576,Электровело,480,54,8.88888888888889,139,опытный,0.5863305940233217,0.5718425085953357,0.1877206611476412,1.5418502202643172
207759,0.3584547390022038,Авто,393,30,13.1,66,опытный,0.5628064270807935,0.5431677018633541,0.1610768890081683,1.2430939226519335
215613,0.38454801536035865,Авто,487,28,17.392857142857142,43,опытный,0.4578002206852992,0.4533333333333333,0.1273969369157441,0.1230012300123001
177471,0.3206560016468792,Авто,311,30,10.366666666666667,34,опытный,0.6463569078859693,0.6241872561768531,0.2044075056444258,9.43738656987296
122712,0.8237533377896697,Авто,2561,92,27.83695652173913,139,эксперт,0.5704596105086717,0.5609756097560976,0.1455143072855888,0.4993757802746567
52320,0.37520442743606297,Авто,428,30,14.266666666666667,71,опытный,0.5179566541339711,0.5154639175257731,0.1477637691062125,0.2805049088359046
190992,0.33158844031038287,Авто,356,31,11.483870967741936,65,опытный,0.6021746376332904,0.5932971014492754,0.1650241478200758,1.349072512647555
175316,0.2103976565584054,Авто,264,32,8.25,44,опытный,0.6393522993652092,0.6400778210116731,0.1387919634971232,1.0438413361169103
187081,0.31682199293929814,Авто,211,20,10.55,92,обычный,0.5680164168121524,0.5591836734693878,0.1405219382929203,1.1142061281337048
153409,0.31426064475279786,Авто,277,37,7.486486486486487,127,опытный,0.577825919902411,0.5745484051968666,0.165717333320199,2.4444444444444446
119821,0.3447060563943716,Авто,594,66,9.0,128,опытный,0.5517168504561978,0.5333333333333333,0.1693793793172687,1.6037735849056605
112063,0.31098603561915283,Вело,642,116,5.5344827586206895,139,опытный,0.624513327175319,0.6155611320949966,0.1843814240137181,4.369747899159663
42631,0.3068037418926746,Авто,264,41,6.439024390243903,124,опытный,0.5634042420423531,0.5301455301455301,0.198711360632664,5.494505494505495
57411,0.5104802779013368,Авто,1473,91,16.186813186813186,139,опытный,0.4716205515227447,0.4507936507936508,0.1561269454327877,1.021566401816118
154644,0.3153588405236083,Авто,311,33,9.424242424242424,108,опытный,0.5211591808305807,0.5094150350495528,0.1606072170150386,1.6544117647058825
146854,0.2776451112869426,Вело,154,25,6.16,132,обычный,0.5790905203132357,0.5566166439290586,0.159393274199323,2.281368821292776
176174,0.486101832663838,Авто,1200,69,17.391304347826086,120,опытный,0.4469025126518882,0.4299413860306443,0.1284656436456838,0.2749770852428964
205018,0.2971738811692728,Авто,338,30,11.266666666666667,67,опытный,0.540175656147702,0.5244956772334294,0.1499758830723115,0.208768267223382
198572,0.30819438211939776,Авто,304,29,10.482758620689657,76,опытный,0.5677084163961648,0.5447761194029851,0.1615187424841686,1.9027484143763211
182391,0.5342020906340653,Электровело,812,39,20.82051282051282,90,опытный,0.4423848045693145,0.4213884430176565,0.1327400486845232,0.631911532385466
144354,0.15032525676534458,Авто,275,38,7.236842105263157,42,опытный,0.4898250165377718,0.4691550839096294,0.1498494130070036,1.556420233463035
124891,0.7258754079714091,Авто,2761,115,24.008695652173916,139,эксперт,0.5286224815085204,0.5138963318857988,0.1576164184543134,1.0208248264597797
99945,0.3329183509363855,Электровело,652,94,6.9361702127659575,140,опытный,0.5394401552698884,0.4809523809523809,0.2075966061290891,4.163197335553705
220044,0.2201904934732172,Электровело,261,23,11.347826086956522,25,опытный,0.4456724245370046,0.4304250200096813,0.1510358232384983,0.53475935828877
189002,0.3438519310605826,Авто,333,24,13.875,44,опытный,0.5526326332944618,0.5351381382205274,0.1567474155432287,1.7482517482517483
155419,0.3374214512223968,Авто,637,80,7.9625,139,опытный,0.6365750863261588,0.6302035552364618,0.1457312197040995,1.2110726643598615
161901,0.4013478902924316,Авто,540,36,15.0,64,опытный,0.5502994376510715,0.542261057648866,0.1572263747656747,1.4644351464435146
87246,0.2820003845491299,Авто,443,57,7.771929824561403,115,опытный,0.5240515154243968,0.5049819140254527,0.1595601054808612,1.9946808510638296
64167,0.6553227804565525,Авто,1272,58,21.93103448275862,131,опытный,0.5047219970998384,0.4961311232300038,0.1555789529071814,0.7276507276507277
205781,0.23118398452664765,Авто,374,39,9.58974358974359,68,опытный,0.4783268715513816,0.4732395566922421,0.1351105994438355,0.0
