id_driver,courier_score,courier_dtype,total_orders,total_shifts,avg_orders_per_shift,days_active,experience_category,avg_time_ratio,median_time_ratio,stddev_up_ratio,pct_timer_up_expired
212453,0.31487907261288833,Авто,454,36,12.61111111111111,48,опытный,0.5754197185569035,0.5697222222222222,0.1453374957476365,1.076555023923445
199996,0.25580317752283843,Электровело,415,57,7.280701754385965,78,опытный,0.5788278000017888,0.5619047619047619,0.1880895728518148,2.3474178403755865
34926,0.3144813213027178,Авто,645,79,8.164556962025317,129,опытный,0.5694773784207324,0.5536187486286226,0.15063724799029,1.3937282229965158
65905,0.37140230922443696,Авто,962,98,9.816326530612244,140,опытный,0.5359142063331572,0.5270935960591133,0.1594248345330722,1.1428571428571428
190682,0.28556155361135177,Вело,263,33,7.96969696969697,77,опытный,0.6029985617472103,0.5886970172684458,0.1857969402751904,5.6689342403628125
196469,0.25955197365069727,Пеший,775,84,9.226190476190476,83,опытный,0.4905599835774656,0.4697554697554698,0.156497201185803,0.3663003663003663
144441,0.08340678656929651,Пеший,130,35,3.7142857142857135,55,обычный,0.5730523828053325,0.5556323427781618,0.1317157918161098,0.7843137254901961
59288,0.26680207036694537,Пеший,640,77,8.311688311688311,94,опытный,0.6125691986237952,0.6150061500615006,0.1303661729367905,0.5623242736644799
69429,0.5671104932062615,Авто,385,20,19.25,73,опытный,0.63908099293881,0.6245224643529728,0.1760311801965509,5.382436260623229
178165,0.433465221592845,Авто,623,49,12.714285714285714,83,опытный,0.6916154617984716,0.6766470971950425,0.1793828486192444,6.655290102389079
138507,0.5289832168045598,Авто,1485,84,17.678571428571427,136,опытный,0.4650488633012157,0.460559796437659,0.1364570462151945,0.2005615724027276
158486,0.8031853291580295,Авто,2718,107,25.401869158878505,139,эксперт,0.6540869862390157,0.6545038271566262,0.1662695322644844,1.3341298287534846
172122,0.4190864617838287,Авто,271,29,9.344827586206897,125,опытный,0.6720571860417941,0.653558052434457,0.2033063659098397,6.748466257668712
215287,0.25745650630172146,Авто,428,35,12.228571428571428,50,опытный,0.4654081166341518,0.4643525949705725,0.1169514480779755,0.1572327044025157
212714,0.2813490100799143,Авто,233,21,11.095238095238097,30,обычный,0.5577364679462296,0.534265944645006,0.1916298042057855,1.832460732984293
120963,0.5312094840393639,Авто,1846,132,13.984848484848484,140,эксперт,0.6453493356171559,0.6343574874883875,0.1782522496687746,5.958083832335329
155715,0.2636413668022639,Электровело,335,35,9.571428571428571,76,опытный,0.4777849063409852,0.4560948962072733,0.1643426465675573,1.153846153846154
15978,0.3350237427045894,Вело,702,88,7.977272727272727,139,опытный,0.5836299303917684,0.5843971631205673,0.1575010527291201,0.8849557522123894
159239,0.37212222092080777,Авто,234,28,8.357142857142858,138,обычный,0.616190831047323,0.6036096256684491,0.1778665476801328,3.9170506912442393
162216,0.4330198074806498,Авто,1189,93,12.78494623655914,139,опытный,0.5092558297039099,0.5020833333333333,0.152429480372944,0.8130081300813009
149873,0.43284090910037276,Авто,1224,99,12.363636363636363,139,опытный,0.5367185609109127,0.5342082328879767,0.1573620324874574,0.3755868544600939
199458,0.2549972536630949,Авто,204,27,7.555555555555555,79,обычный,0.6488477747296836,0.6444780635400907,0.1534891920217569,1.574803149606299
30181,0.598307090585406,Авто,1749,92,19.01086956521739,139,эксперт,0.5145039753329268,0.4985207100591716,0.1611578464134863,1.189358372456964
117795,0.29348613871620055,Электровело,334,41,8.146341463414634,105,опытный,0.5382301005490652,0.5191740412979351,0.1764669988274298,1.615798922800718
170201,0.30084944641096867,Авто,1045,129,8.10077519379845,127,опытный,0.5535316957009697,0.5504424778761062,0.1423836599243931,0.6504065040650406
10954,0.26858136748169553,Авто,134,20,6.7,85,обычный,0.6352487468994598,0.5994559700545616,0.1797509275844394,8.064516129032258
57734,0.6433209351419589,Авто,1283,59,21.74576271186441,138,опытный,0.4768723065147516,0.4724013769635579,0.1430240930691438,0.250501002004008
124177,0.32455774964451534,Электровело,409,73,5.602739726027397,110,опытный,0.5931612626045616,0.5439335086491833,0.2392224429514234,14.10958904109589
188544,0.30235027534097914,Электровело,497,39,12.743589743589745,50,опытный,0.4940753848998254,0.4728260869565217,0.1490162592549098,1.8439716312056735
155089,0.6313736695155753,Авто,1511,84,17.988095238095237,137,эксперт,0.6246589566551703,0.6128915922669756,0.1929623611965489,4.531835205992509
211188,0.566404278238295,Авто,756,36,21.0,60,опытный,0.5356089713615805,0.5077504141978602,0.1869466624268642,2.6058631921824107
198701,0.2891548730859357,Авто,454,44,10.318181818181818,84,опытный,0.53696541858616,0.5296157013608538,0.1389193003516489,0.2577319587628865
216809,0.4120086085093695,Авто,524,32,16.375,38,опытный,0.5737227617368809,0.5575221238938053,0.1634679766511232,2.541436464088398
21398,0.31421205165742294,Вело,193,24,8.041666666666666,130,обычный,0.5593754941431387,0.5446009389671361,0.1569117527570255,0.9230769230769232
130559,0.3973722390575454,Авто,1103,92,11.98913043478261,119,опытный,0.5091035772197235,0.4857142857142857,0.1719863114367218,1.0869565217391304
144162,0.5094879464904372,Авто,1276,97,13.154639175257731,139,опытный,0.6577499206892785,0.6383838383838384,0.1799844171434801,5.367885238315594
182455,0.6334048278852602,Авто,1818,85,21.38823529411765,112,эксперт,0.5483496133417791,0.5356816401149125,0.1648546996636632,1.1457670273711011
210869,0.42735524803488817,Авто,489,33,14.818181818181818,55,опытный,0.5956196983550088,0.5742092457420924,0.1878913632669511,5.617977528089887
80119,0.36615016142382595,Электровело,1584,176,9.0,139,эксперт,0.5297965822920839,0.5,0.1848012877172875,2.456705598066854
158733,0.41264219280433134,Авто,708,49,14.448979591836734,89,опытный,0.5682055684688148,0.5596560846560847,0.1438404506567787,0.4058441558441558
